iter	RMSE
180	16.20308901
181	16.10327745
182	16.00081088
183	15.89845759
184	15.79247733
185	15.72267829
186	15.62723918
187	15.53238257
188	15.4433128
189	15.35226847
190	15.2833499
191	15.21652728
192	15.1140222
193	14.9886441
194	14.88988739
195	14.77218783
196	14.70918461
197	14.6136313
198	14.51497413
199	14.42779771
200	14.36471578
201	14.29253196
202	14.18057119
203	14.09341554
204	14.00821459
205	13.92422966
206	13.80860884
207	13.72073068
208	13.63132939
209	13.54737763
210	13.44259685
211	13.36104843
212	13.25643448
213	13.13819147
214	13.02383214
215	12.94587373
216	12.88920039
217	12.83045685
218	12.77349541
219	12.66687546
220	12.61051929
221	12.55640189
222	12.47879245
223	12.37613957
224	12.29587683
225	12.22089476
226	12.1674438
227	12.08982538
228	12.03573337
229	11.98114988
230	11.91117969
231	11.83509515
232	11.78284591
233	11.70513471
234	11.65099781
235	11.60047348
236	11.54681696
237	11.4770398
238	11.40623479
239	11.35449723
240	11.2850336
241	11.21787662
242	11.12554039
243	11.07689675
244	10.98580162
245	10.93459732
246	10.88813023
247	10.82365296
248	10.77373053
249	10.72721676
250	10.66347727
251	10.57933207
252	10.51347092
253	10.4277028
254	10.35804722
255	10.293655
256	10.21085159
257	10.15061932
258	10.06427492
259	9.996458124
260	9.915858522
261	9.856189537
262	9.791724345
263	9.726153028
264	9.668146788
265	9.623090988
266	9.574735298
267	9.495642952
268	9.414316833
269	9.372372847
270	9.331394492
271	9.2743867
272	9.233487992
273	9.179237801
274	9.123446069
275	9.06968673
276	9.029896755
277	8.969211531
278	8.91508784
279	8.839679979
280	8.780259186
281	8.705324753
282	8.667937133
283	8.599407415
284	8.561492051
285	8.52374558
286	8.456514758
287	8.387661078
288	8.3166406
289	8.278890258
290	8.223451292
291	8.168384721
292	8.132670502
293	8.080221046
294	8.024989454
295	7.972288046
296	7.920517901
297	7.867864705
298	7.806517317
299	7.760192361
300	7.725175222
301	7.691596453
302	7.640252072
303	7.593524635
304	7.559999393
305	7.51110234
306	7.451796713
307	7.406241432
308	7.356906831
309	7.296857277
310	7.24829253
311	7.20041331
312	7.152668084
313	7.121394832
314	7.075285387
315	7.028553046
316	6.997701793
317	6.956481437
318	6.925833439
319	6.879788937
320	6.834199005
321	6.790095927
322	6.737275913
323	6.706333873
324	6.677012106
325	6.647598606
326	6.603617282
327	6.574528481
328	6.544670638
329	6.502506769
330	6.474076185
331	6.421660969
332	6.367599955
333	6.325451019
334	6.297794567
335	6.256196108
336	6.228842456
337	6.200360223
338	6.161882467
339	6.112852231
340	6.075933677
341	6.049368177
342	6.022815339
343	5.983085372
344	5.956739521
345	5.907079247
346	5.88125202
347	5.855537717
348	5.809116453
349	5.783717545
350	5.75727831
351	5.730681687
352	5.692736087
353	5.667672193
354	5.630371355
355	5.593783674
356	5.557158473
357	5.532691095
358	5.496282354
359	5.472084057
360	5.426540735
361	5.390727705
362	5.347904926
363	5.32452255
364	5.301152995
365	5.277816764
366	5.254584093
367	5.231415105
368	5.208388325
369	5.18561595
370	5.151524737
371	5.128850545
372	5.106276945
373	5.073811301
374	5.041257799
375	5.018380106
376	4.985616605
377	4.953034046
378	4.931234284
379	4.892024061
380	4.860094045
381	4.828400889
382	4.807289914
383	4.786234646
384	4.755051336
385	4.724063459
386	4.703408673
387	4.682711324
388	4.66223734
389	4.641852874
390	4.621557533
391	4.601350929
392	4.581232673
393	4.551440245
394	4.521791732
395	4.501894534
396	4.482135077
397	4.462538063
398	4.442902257
399	4.423476778
400	4.4040135
401	4.384636508
402	4.365465782
403	4.346259032
404	4.327137419
405	4.308218093
406	4.289264467
407	4.270478433
408	4.251806835
409	4.233216873
410	4.214708191
411	4.196280434
412	4.177933248
413	4.15966628
414	4.14147918
415	4.123340577
416	4.105312302
417	4.087362851
418	4.069461424
419	4.051668722
420	4.033844341
421	4.016098952
422	3.998539564
423	3.980950055
424	3.963544347
425	3.946185359
426	3.92893165
427	3.91175338
428	3.894650217
429	3.877621833
430	3.860667902
431	3.843788097
432	3.826982095
433	3.810249573
434	3.793562113
435	3.776975712
436	3.76046183
437	3.735809265
438	3.719475373
439	3.703186027
440	3.686994772
441	3.670775831
442	3.654699901
443	3.63872064
444	3.622811244
445	3.606971408
446	3.591175041
447	3.575473527
448	3.559840663
449	3.544276151
450	3.52877969
451	3.513325888
452	3.49796475
453	3.482670774
454	3.467443667
455	3.452283137
456	3.437188893
457	3.422160644
458	3.407198103
459	3.392300982
460	3.377468995
461	3.362701856
462	3.347999284
463	3.333360994
464	3.318786707
465	3.304276143
466	3.289805647
467	3.275421795
468	3.261100832
469	3.246842485
470	3.232646478
471	3.21851254
472	3.204440399
473	3.190429785
474	3.176480429
475	3.16256971
476	3.148742165
477	3.134975078
478	3.121268184
479	3.107621219
480	3.094033923
481	3.080506034
482	3.067037292
483	3.053627439
484	3.040276217
485	3.026983369
486	3.013748642
487	3.00057178
488	2.987452531
489	2.974390642
490	2.961385863
491	2.948417214
492	2.935525997
493	2.922691144
494	2.909912408
495	2.897189544
496	2.884522308
497	2.871910456
498	2.859353746
499	2.846851937
500	2.834404789
501	2.822012063
502	2.809673521
503	2.797388927
504	2.785158044
505	2.772980637
506	2.760856473
507	2.748785318
508	2.736766942
509	2.724801114
510	2.712868629
511	2.701007289
512	2.689197811
513	2.677439966
514	2.66573353
515	2.654078277
516	2.642473983
517	2.630920427
518	2.619417386
519	2.607964638
520	2.596561965
521	2.585209148
522	2.573905968
523	2.562652208
524	2.551447652
525	2.540292085
526	2.529185294
527	2.518127064
528	2.507117183
529	2.496155441
530	2.485241625
531	2.474375528
532	2.46355694
533	2.452785654
534	2.442061462
535	2.431384159
536	2.42075354
537	2.410169401
538	2.399631538
539	2.38913975
540	2.378693834
541	2.36829359
542	2.357938819
543	2.347629322
544	2.3373649
545	2.327145356
546	2.316970495
547	2.306840122
548	2.29675404
549	2.286712058
550	2.276713981
551	2.266759619
552	2.25684878
553	2.246981273
554	2.23715691
555	2.227375501
556	2.217636859
557	2.207940796
558	2.198287128
559	2.188675667
560	2.17910623
561	2.169578633
562	2.160092694
563	2.150648229
564	2.141245057
565	2.131882999
566	2.122561874
567	2.113281503
568	2.104041709
569	2.094842313
570	2.085683139
571	2.076564011
572	2.067484754
573	2.058445194
574	2.049445158
575	2.040484472
576	2.031562964
577	2.022680463
578	2.013836799
579	2.005031801
580	1.996265301
581	1.98753713
582	1.978847122
583	1.970195108
584	1.961580922
585	1.953004401
586	1.944465377
587	1.935963689
588	1.927499172
589	1.919071664
590	1.910681003
591	1.902327029
592	1.89400958
593	1.885728497
594	1.877483621
595	1.869274793
596	1.861101857
597	1.852964655
598	1.84486303
599	1.836796828
600	1.828765893
601	1.820770072
602	1.81280921
603	1.804883156
604	1.796991756
605	1.789134859
606	1.781312314
607	1.773523972
608	1.765769682
609	1.758049296
610	1.750362665
611	1.742709642
612	1.73509008
613	1.727503833
614	1.719950755
615	1.7124307
616	1.704943525
617	1.697489086
618	1.69006724
619	1.682677844
620	1.675320756
621	1.667995835
622	1.660702941
623	1.653441932
624	1.646212671
625	1.639015018
626	1.631848835
627	1.624713984
628	1.617610329
629	1.610537732
630	1.603496059
631	1.596485174
632	1.589504942
633	1.582555229
634	1.575635902
635	1.568746828
636	1.561887875
637	1.555058911
638	1.548259805
639	1.541490427
640	1.534750645
641	1.528040332
642	1.521359358
643	1.514707595
644	1.508084915
645	1.501491191
646	1.494926296
647	1.488390105
648	1.481882492
649	1.475403331
650	1.468952499
651	1.462529872
652	1.456135326
653	1.449768739
654	1.443429987
655	1.437118951
656	1.430835508
657	1.424579538
658	1.41835092
659	1.412149535
660	1.405975265
661	1.39982799
662	1.393707592
663	1.387613954
664	1.381546959
665	1.375506491
666	1.369492433
667	1.36350467
668	1.357543087
669	1.351607569
670	1.345698003
671	1.339814275
672	1.333956273
673	1.328123883
674	1.322316993
675	1.316535493
676	1.310779271
677	1.305048217
678	1.29934222
679	1.293661171
680	1.288004961
681	1.282373482
682	1.276766624
683	1.271184282
684	1.265626346
685	1.260092712
686	1.254583272
687	1.24909792
688	1.243636552
689	1.238199062
690	1.232785347
691	1.227395301
692	1.222028822
693	1.216685807
694	1.211366153
695	1.206069757
696	1.200796519
697	1.195546337
698	1.190319109
699	1.185114737
700	1.179933119
701	1.174774157
702	1.169637751
703	1.164523802
704	1.159432213
705	1.154362886
706	1.149315723
707	1.144290628
708	1.139287503
709	1.134306254
710	1.129346783
711	1.124408997
712	1.1194928
713	1.114598098
714	1.109724796
715	1.104872802
716	1.100042022
717	1.095232364
718	1.090443734
719	1.085676042
720	1.080929195
721	1.076203103
722	1.071497674
723	1.066812818
724	1.062148446
725	1.057504468
726	1.052880794
727	1.048277336
728	1.043694006
729	1.039130715
730	1.034587376
731	1.030063901
732	1.025560205
733	1.021076199
734	1.016611799
735	1.012166918
736	1.007741472
737	1.003335374
738	0.9989485411
739	0.9945808885
740	0.9902323324
741	0.9859027893
742	0.981592176
743	0.9773004098
744	0.9730274082
745	0.9687730893
746	0.9645373713
747	0.960320173
748	0.9561214133
749	0.9519410116
750	0.9477788877
751	0.9436349616
752	0.9395091538
753	0.9354013851
754	0.9313115766
755	0.9272396497
756	0.9231855263
757	0.9191491285
758	0.9151303789
759	0.9111292003
760	0.9071455158
761	0.903179249
762	0.8992303237
763	0.895298664
764	0.8913841946
765	0.8874868402
766	0.883606526
767	0.8797431776
768	0.8758967206
769	0.8720670813
770	0.8682541862
771	0.864457962
772	0.8606783358
773	0.8569152351
774	0.8531685876
775	0.8494383214
776	0.8457243649
777	0.8420266467
778	0.8383450958
779	0.8346796416
780	0.8310302137
781	0.827396742
782	0.8237791567
783	0.8201773885
784	0.816591368
785	0.8130210265
786	0.8094662955
787	0.8059271066
788	0.802403392
789	0.7988950839
790	0.795402115
791	0.7919244183
792	0.7884619269
793	0.7850145743
794	0.7815822945
795	0.7781650215
796	0.7747626896
797	0.7713752335
798	0.7680025883
799	0.7646446891
800	0.7613014715
801	0.7579728713
802	0.7546588246
803	0.7513592676
804	0.7480741372
805	0.7448033702
806	0.7415469038
807	0.7383046755
808	0.735076623
809	0.7318626844
810	0.7286627979
811	0.7254769021
812	0.7223049358
813	0.7191468382
814	0.7160025486
815	0.7128720065
816	0.709755152
817	0.7066519252
818	0.7035622664
819	0.7004861164
820	0.6974234161
821	0.6943741067
822	0.6913381297
823	0.6883154267
824	0.6853059397
825	0.6823096109
826	0.6793263828
827	0.6763561982
828	0.6733989999
829	0.6704547312
830	0.6675233356
831	0.6646047569
832	0.6616989388
833	0.6588058258
834	0.6559253621
835	0.6530574926
836	0.6502021621
837	0.6473593158
838	0.6445288991
839	0.6417108577
840	0.6389051376
841	0.6361116847
842	0.6333304455
843	0.6305613666
844	0.6278043947
845	0.6250594771
846	0.6223265609
847	0.6196055937
848	0.6168965232
849	0.6141992975
850	0.6115138648
851	0.6088401734
852	0.606178172
853	0.6035278096
854	0.6008890353
855	0.5982617983
856	0.5956460483
857	0.5930417349
858	0.5904488083
859	0.5878672186
860	0.5852969163
861	0.5827378519
862	0.5801899765
863	0.5776532409
864	0.5751275967
865	0.5726129951
866	0.5701093881
867	0.5676167274
868	0.5651349652
869	0.562664054
870	0.5602039462
871	0.5577545946
872	0.5553159522
873	0.5528879721
874	0.5504706077
875	0.5480638127
876	0.5456675408
877	0.543281746
878	0.5409063825
879	0.5385414047
880	0.5361867671
881	0.5338424246
882	0.5315083321
883	0.5291844449
884	0.5268707183
885	0.5245671079
886	0.5222735695
887	0.519990059
888	0.5177165325
889	0.5154529465
890	0.5131992575
891	0.5109554221
892	0.5087213973
893	0.5064971403
894	0.5042826083
895	0.5020777587
896	0.4998825493
897	0.4976969379
898	0.4955208826
899	0.4933543415
900	0.4911972731
901	0.4890496359
902	0.4869113887
903	0.4847824905
904	0.4826629003
905	0.4805525775
906	0.4784514816
907	0.4763595722
908	0.4742768091
909	0.4722031524
910	0.4701385623
911	0.468082999
912	0.4660364232
913	0.4639987956
914	0.4619700769
915	0.4599502283
916	0.457939211
917	0.4559369864
918	0.453943516
919	0.4519587615
920	0.4499826849
921	0.4480152482
922	0.4460564136
923	0.4441061435
924	0.4421644005
925	0.4402311473
926	0.4383063467
927	0.4363899619
928	0.434481956
929	0.4325822923
930	0.4306909345
931	0.4288078461
932	0.4269329911
933	0.4250663334
934	0.4232078372
935	0.4213574668
936	0.4195151867
937	0.4176809615
938	0.415854756
939	0.4140365351
940	0.4122262639
941	0.4104239077
942	0.4086294318
943	0.4068428019
944	0.4050639835
945	0.4032929426
946	0.4015296451
947	0.3997740572
948	0.3980261451
949	0.3962858754
950	0.3945532145
951	0.3928281293
952	0.3911105866
953	0.3894005534
954	0.3876979969
955	0.3860028844
956	0.3843151834
957	0.3826348614
958	0.3809618862
959	0.3792962256
960	0.3776378478
961	0.3759867207
962	0.3743428129
963	0.3727060926
964	0.3710765284
965	0.3694540891
966	0.3678387436
967	0.3662304607
968	0.3646292096
969	0.3630349596
970	0.3614476801
971	0.3598673405
972	0.3582939106
973	0.3567273601
974	0.355167659
975	0.3536147773
976	0.3520686851
977	0.3505293529
978	0.348996751
979	0.34747085
980	0.3459516206
981	0.3444390337
982	0.3429330602
983	0.3414336712
984	0.3399408379
985	0.3384545316
986	0.3369747238
987	0.3355013862
988	0.3340344903
989	0.332574008
990	0.3311199114
991	0.3296721724
992	0.3282307633
993	0.3267956564
994	0.3253668242
995	0.3239442391
996	0.322527874
997	0.3211177016
998	0.3197136947
999	0.3183158266
